"TUMBOL_ID","TUMBOL_NAME","AMPHUR_ID","AMPHUR_NAME","PROVINCE_ID","PROVINCE_NAME","TOTAL_POPULATION","TESABAN_FLAG","TNAME","MAP_TUMBOL_ID"
"801105","ปริก","8011","ทุ่งใหญ่","80","นครศรีธรรมราช",11046,0,"ปริก","801105"
"801203","ป่าระกำ","8012","ปากพนัง","80","นครศรีธรรมราช",2614,0,"ป่าระกำ","801203"
"801204","ชะเมา","8012","ปากพนัง","80","นครศรีธรรมราช",1798,0,"ชะเมา","801204"
"801210","ปากพนังฝั่งตะวันตก","8012","ปากพนัง","80","นครศรีธรรมราช",3157,0,"ปากพนังฝั่งตะวันตก","801210"
"801401","สิชล","8014","สิชล","80","นครศรีธรรมราช",4023,0,"สิชล","801401"
"710206","ศรีมงคล","7102","ไทรโยค","71","กาญจนบุรี",4204,0,"ศรีมงคล","710206"
"710512","พระแท่น","7105","ท่ามะกา","71","กาญจนบุรี",5934,0,"พระแท่น","710512"
"710609","บ้านใหม่","7106","ท่าม่วง","71","กาญจนบุรี",4654,0,"บ้านใหม่","710609"
"710906","รางหวาย","7109","พนมทวน","71","กาญจนบุรี",8519,0,"รางหวาย","710906"
"711002","หนองโสน","7110","เลาขวัญ","71","กาญจนบุรี",5159,0,"หนองโสน","711002"
"941001","ยะรัง","9410","ยะรัง","94","ปัตตานี",4583,0,"ยะรัง","941001"
"941008","กระโด","9410","ยะรัง","94","ปัตตานี",3836,0,"กระโด","941008"
"941203","ป่าไร่","9412","แม่ลาน","94","ปัตตานี",4825,0,"ป่าไร่","941203"
"950109","ลำใหม่","9501","เมืองยะลา","95","ยะลา",6028,0,"ลำใหม่","950109"
"950110","หน้าถ้ำ","9501","เมืองยะลา","95","ยะลา",2223,0,"หน้าถ้ำ","950110"
"950613","ยะต๊ะ","9506","รามัน","95","ยะลา",4452,0,"ยะต๊ะ","950613"
"950652","เทศบาลตำบล โกตาบารู","9506","รามัน","95","ยะลา",3679,1,"โกตาบารู","950605"
"960201","เจ๊ะเห","9602","ตากใบ","96","นราธิวาส",9672,0,"เจ๊ะเห","960201"
"960401","ยี่งอ","9604","ยี่งอ","96","นราธิวาส",7791,0,"ยี่งอ","960401"
"960606","ลาโละ","9606","รือเสาะ","96","นราธิวาส",6835,0,"ลาโละ","960606"
"820303","เหมาะ","8203","กะปง","82","พังงา",1839,0,"เหมาะ","820303"
"820401","ถ้ำ","8204","ตะกั่วทุ่ง","82","พังงา",2387,0,"ถ้ำ","820401"
"820504","บางม่วง","8205","ตะกั่วป่า","82","พังงา",6119,0,"บางม่วง","820504"
"830304","ป่าคลอก","8303","ถลาง","83","ภูเก็ต",10245,0,"ป่าคลอก","830304"
"840952","เทศบาลตำบล บ้านตาขุน","8409","บ้านตาขุน","84","สุราษฎร์ธานี",1526,1,"บ้านตาขุน",""
"841002","ต้นยวน","8410","พนม","84","สุราษฎร์ธานี",6371,0,"ต้นยวน","841002"
"841206","ควนศรี","8412","บ้านนาสาร","84","สุราษฎร์ธานี",3332,0,"ควนศรี","841206"
"841208","คลองปราบ","8412","บ้านนาสาร","84","สุราษฎร์ธานี",2581,0,"คลองปราบ","841208"
"841715","เขาหัวควาย","8417","พุนพิน","84","สุราษฎร์ธานี",3285,0,"เขาหัวควาย","841715"
"850206","ในวงเหนือ","8502","ละอุ่น","85","ระนอง",1113,0,"ในวงเหนือ","850206"
"850302","กะเปอร์","8503","กะเปอร์","85","ระนอง",2783,0,"กะเปอร์","850302"
"860113","ขุนกระทิง","8601","เมืองชุมพร","86","ชุมพร",2308,0,"ขุนกระทิง","860113"
"860410","พ้อแดง","8604","หลังสวน","86","ชุมพร",1296,0,"พ้อแดง","860410"
"860412","วังตะกอ","8604","หลังสวน","86","ชุมพร",4838,0,"วังตะกอ","860412"
"860803","ตะโก","8608","ทุ่งตะโก","86","ชุมพร",6077,0,"ตะโก","860803"
"900401","นาทวี","9004","นาทวี","90","สงขลา",7542,0,"นาทวี","900401"
"900404","คลองทราย","9004","นาทวี","90","สงขลา",3524,0,"คลองทราย","900404"
"900502","ปากบาง","9005","เทพา","90","สงขลา",5894,0,"ปากบาง","900502"
"900703","ตะเครียะ","9007","ระโนด","90","สงขลา",2898,0,"ตะเครียะ","900703"
"900704","ท่าบอน","9007","ระโนด","90","สงขลา",6278,0,"ท่าบอน","900704"
"900705","บ้านใหม่","9007","ระโนด","90","สงขลา",2946,0,"บ้านใหม่","900705"
"900803","เชิงแส","9008","กระแสสินธุ์","90","สงขลา",1891,0,"เชิงแส","900803"
"901004","สำนักแต้ว","9010","สะเดา","90","สงขลา",8207,0,"สำนักแต้ว","901004"
"901402","ท่าช้าง","9014","บางกล่ำ","90","สงขลา",16335,0,"ท่าช้าง","901402"
"901510","บางเขียด","9015","สิงหนคร","90","สงขลา",2376,0,"บางเขียด","901510"
"920206","กันตังใต้","9202","กันตัง","92","ตรัง",4296,0,"กันตังใต้","920206"
"920208","คลองลุ","9202","กันตัง","92","ตรัง",3005,0,"คลองลุ","920208"
"920306","ทุ่งกระบือ","9203","ย่านตาขาว","92","ตรัง",4602,0,"ทุ่งกระบือ","920306"
"920412","ท่าพญา","9204","ปะเหลียน","92","ตรัง",2331,0,"ท่าพญา","920412"
"920413","แหลมสอม","9204","ปะเหลียน","92","ตรัง",4194,0,"แหลมสอม","920413"
"920651","เทศบาลตำบล นาวง","9206","ห้วยยอด","92","ตรัง",2269,1,"นาวง","920616"
"930703","ตะแพน","9307","ศรีบรรพต","93","พัทลุง",4323,0,"ตะแพน","930703"
"931003","เกาะเต่า","9310","ป่าพะยอม","93","พัทลุง",10050,0,"เกาะเต่า","931003"
"940104","บานา","9401","เมืองปัตตานี","94","ปัตตานี",14558,0,"บานา","940104"
"940251","เทศบาลตำบล โคกโพธิ์","9402","โคกโพธิ์","94","ปัตตานี",1700,1,"โคกโพธิ์","940201"
"940709","มะนังดาลำ","9407","สายบุรี","94","ปัตตานี",5907,0,"มะนังดาลำ","940709"
"940710","แป้น","9407","สายบุรี","94","ปัตตานี",4037,0,"แป้น","940710"
"940913","บาโลย","9409","ยะหริ่ง","94","ปัตตานี",2231,0,"บาโลย","940913"
"190401","หนองหมู","1904","วิหารแดง","19","สระบุรี",2755,0,"หนองหมู","190401"
"191006","ต้นตาล","1910","เสาไห้","19","สระบุรี",1608,0,"ต้นตาล","191006"
"191104","หนองย่างเสือ","1911","มวกเหล็ก","19","สระบุรี",5318,0,"หนองย่างเสือ","191104"
"200113","เหมือง","2001","เมืองชลบุรี","20","ชลบุรี",2591,0,"เหมือง","200113"
"200152","เทศบาลเมือง แสนสุข","2001","เมืองชลบุรี","20","ชลบุรี",8391,1,"แสนสุข","200104"
"200153","เทศบาลเมือง บ้านสวน","2001","เมืองชลบุรี","20","ชลบุรี",6724,1,"บ้านสวน","200105"
"200208","หนองไผ่แก้ว","2002","บ้านบึง","20","ชลบุรี",4124,0,"หนองไผ่แก้ว","200208"
"200305","เขาซก","2003","หนองใหญ่","20","ชลบุรี",2042,0,"เขาซก","200305"
"200503","มาบโป่ง","2005","พานทอง","20","ชลบุรี",4698,0,"มาบโป่ง","200503"
"200607","สระสี่เหลี่ยม","2006","พนัสนิคม","20","ชลบุรี",6296,0,"สระสี่เหลี่ยม","200607"
"200617","นาวังหิน","2006","พนัสนิคม","20","ชลบุรี",5455,0,"นาวังหิน","200617"
"110154","เทศบาลตำบล บางปู","1101","เมืองสมุทรปราการ","11","สมุทรปราการ",21118,1,"บางปู","110112"
"110451","เทศบาลเมือง พระประแดง","1104","พระประแดง","11","สมุทรปราการ",2954,1,"พระประแดง",""
"110551","เทศบาลตำบล พระสมุทรเจดีย์","1105","พระสมุทรเจดีย์","11","สมุทรปราการ",5980,1,"พระสมุทรเจดีย์",""
"120451","เทศบาลเมือง บางบัวทอง","1204","บางบัวทอง","12","นนทบุรี",6909,1,"บางบัวทอง","120402"
"120501","ไทรน้อย","1205","ไทรน้อย","12","นนทบุรี",10833,0,"ไทรน้อย","120501"
"120507","ทวีวัฒนา","1205","ไทรน้อย","12","นนทบุรี",4911,0,"ทวีวัฒนา","120507"
"130151","เทศบาลเมือง ปทุมธานี","1301","เมืองปทุมธานี","13","ปทุมธานี",10363,1,"ปทุมธานี",""
"130608","พืชอุดม","1306","ลำลูกกา","13","ปทุมธานี",2566,0,"พืชอุดม","130608"
"130705","บางโพธิ์เหนือ","1307","สามโคก","13","ปทุมธานี",2603,0,"บางโพธิ์เหนือ","130705"
"140111","คลองตะเคียน","1401","พระนครศรีอยุธยา","14","พระนครศรีอยุธยา",3236,0,"คลองตะเคียน","140111"
"140121","บ้านรุน","1401","พระนครศรีอยุธยา","14","พระนครศรีอยุธยา",923,0,"บ้านรุน","140121"
"140310","คลองสะแก","1403","นครหลวง","14","พระนครศรีอยุธยา",1421,0,"คลองสะแก","140310"
"140311","สามไถ","1403","นครหลวง","14","พระนครศรีอยุธยา",957,0,"สามไถ","140311"
"140351","เทศบาลตำบล นครหลวง","1403","นครหลวง","14","พระนครศรีอยุธยา",5004,1,"นครหลวง","140301"
"140404","บ้านแป้ง","1404","บางไทร","14","พระนครศรีอยุธยา",461,0,"บ้านแป้ง","140404"
"140707","หันสัง","1407","บางปะหัน","14","พระนครศรีอยุธยา",2669,0,"หันสัง","140707"
"140751","เทศบาลตำบล บางปะหัน","1407","บางปะหัน","14","พระนครศรีอยุธยา",4229,1,"บางปะหัน","140701"
"141003","สามเมือง","1410","ลาดบัวหลวง","14","พระนครศรีอยุธยา",4324,0,"สามเมือง","141003"
"141151","เทศบาลเมือง ลำตาเสา","1411","วังน้อย","14","พระนครศรีอยุธยา",8244,1,"ลำตาเสา","141101"
"141206","หัวเวียง","1412","เสนา","14","พระนครศรีอยุธยา",2594,0,"หัวเวียง","141206"
"141410","ธนู","1414","อุทัย","14","พระนครศรีอยุธยา",4256,0,"ธนู","141410"
"150108","บ้านอิฐ","1501","เมืองอ่างทอง","15","อ่างทอง",3447,0,"บ้านอิฐ","150108"
"150111","โพสะ","1501","เมืองอ่างทอง","15","อ่างทอง",2739,0,"โพสะ","150111"
"160110","งิ้วราย","1601","เมืองลพบุรี","16","ลพบุรี",4003,0,"งิ้วราย","160110"
"160205","โคกสลุง","1602","พัฒนานิคม","16","ลพบุรี",10175,0,"โคกสลุง","160205"
"160322","หนองแขม","1603","โคกสำโรง","16","ลพบุรี",3314,0,"หนองแขม","160322"
"160505","บางงา","1605","ท่าวุ้ง","16","ลพบุรี",3622,0,"บางงา","160505"
"160621","หนองเมือง","1606","บ้านหมี่","16","ลพบุรี",2892,0,"หนองเมือง","160621"
"160701","ท่าหลวง","1607","ท่าหลวง","16","ลพบุรี",3282,0,"ท่าหลวง","160701"
"160751","เทศบาลตำบล บ้านท่าหลวง","1607","ท่าหลวง","16","ลพบุรี",2559,1,"บ้านท่าหลวง",""
"180102","บ้านกล้วย","1801","เมืองชัยนาท","18","ชัยนาท",5260,0,"บ้านกล้วย","180102"
"180401","สรรพยา","1804","สรรพยา","18","ชัยนาท",2190,0,"สรรพยา","180401"
"180508","ห้วยกรดพัฒนา","1805","สรรคบุรี","18","ชัยนาท",3944,0,"ห้วยกรดพัฒนา","180508"
"190109","หนองยาว","1901","เมืองสระบุรี","19","สระบุรี",6025,0,"หนองยาว","190109"
"240111","วังตะเคียน","2401","เมืองฉะเชิงเทรา","24","ฉะเชิงเทรา",4718,0,"วังตะเคียน","240111"
"240517","สิบเอ็ดศอก","2405","บ้านโพธิ์","24","ฉะเชิงเทรา",2925,0,"สิบเอ็ดศอก","240517"
"250103","วัดโบสถ์","2501","เมืองปราจีนบุรี","25","ปราจีนบุรี",1831,0,"วัดโบสถ์","250103"
"250603","บางเตย","2506","บ้านสร้าง","25","ปราจีนบุรี",2010,0,"บางเตย","250603"
"260111","หินตั้ง","2601","เมืองนครนายก","26","นครนายก",3957,0,"หินตั้ง","260111"
"260201","เกาะหวาย","2602","ปากพลี","26","นครนายก",1291,0,"เกาะหวาย","260201"
"260301","บ้านนา","2603","บ้านนา","26","นครนายก",2624,0,"บ้านนา","260301"
"270604","คลองน้ำใส","2706","อรัญประเทศ","27","สระแก้ว",3834,0,"คลองน้ำใส","270604"
"270902","วังใหม่","2709","วังสมบูรณ์","27","สระแก้ว",6305,0,"วังใหม่","270902"
"300116","จอหอ","3001","เมืองนครราชสีมา","30","นครราชสีมา",10427,0,"จอหอ","300116"
"300407","หนองบัว","3004","คง","30","นครราชสีมา",5075,0,"หนองบัว","300407"
"300801","กุดพิมาน","3008","ด่านขุนทด","30","นครราชสีมา",4644,0,"กุดพิมาน","300801"
"300815","ห้วยบง","3008","ด่านขุนทด","30","นครราชสีมา",7254,0,"ห้วยบง","300815"
"301007","หลุมข้าว","3010","โนนสูง","30","นครราชสีมา",7181,0,"หลุมข้าว","301007"
"301009","พลสงคราม","3010","โนนสูง","30","นครราชสีมา",6082,0,"พลสงคราม","301009"
"301052","เทศบาลตำบล มะค่า","3010","โนนสูง","30","นครราชสีมา",1395,1,"มะค่า","301008"
"301204","เสมาใหญ่","3012","บัวใหญ่","30","นครราชสีมา",3046,0,"เสมาใหญ่","301204"
"302103","จันทึก","3021","ปากช่อง","30","นครราชสีมา",10390,0,"จันทึก","302103"
"302105","หมูสี","3021","ปากช่อง","30","นครราชสีมา",6024,0,"หมูสี","302105"
"302112","พญาเย็น","3021","ปากช่อง","30","นครราชสีมา",3869,0,"พญาเย็น","302112"
"302601","สำนักตะคร้อ","3026","เทพารักษ์","30","นครราชสีมา",5247,0,"สำนักตะคร้อ","302601"
"302704","โนนอุดม","3027","เมืองยาง","30","นครราชสีมา",3396,0,"โนนอุดม","302704"
"310607","หนองแวง","3106","ละหานทราย","31","บุรีรัมย์",11461,0,"หนองแวง","310607"
"311010","บ้านยาง","3110","ลำปลายมาศ","31","บุรีรัมย์",5662,0,"บ้านยาง","311010"
"311102","นิคม","3111","สตึก","31","บุรีรัมย์",13415,0,"นิคม","311102"
"311304","ดอนกอก","3113","นาโพธิ์","31","บุรีรัมย์",5029,0,"ดอนกอก","311304"
"312305","ยายแย้มวัฒนา","3123","เฉลิมพระเกียรติ","31","บุรีรัมย์",6991,0,"ยายแย้มวัฒนา","312305"
"320120","ราม","3201","เมืองสุรินทร์","32","สุรินทร์",6850,0,"ราม","320120"
"320502","ทมอ","3205","ปราสาท","32","สุรินทร์",4601,0,"ทมอ","320502"
"320610","ตะเคียน","3206","กาบเชิง","32","สุรินทร์",3182,0,"ตะเคียน","320610"
"320802","โพนโก","3208","สนม","32","สุรินทร์",4235,0,"โพนโก","320802"
"321007","พระแก้ว","3210","สังขะ","32","สุรินทร์",7812,0,"พระแก้ว","321007"
"321013","ตาคง","3210","สังขะ","32","สุรินทร์",5242,0,"ตาคง","321013"
"321201","สำโรงทาบ","3212","สำโรงทาบ","32","สุรินทร์",4044,0,"สำโรงทาบ","321201"
"321703","โนน","3217","โนนนารายณ์","32","สุรินทร์",3469,0,"โนน","321703"
"330517","โคกเพชร","3305","ขุขันธ์","33","ศรีสะเกษ",3520,0,"โคกเพชร","330517"
"330603","ปราสาทเยอ","3306","ไพรบึง","33","ศรีสะเกษ",2818,0,"ปราสาทเยอ","330603"
"330810","ภูฝ้าย","3308","ขุนหาญ","33","ศรีสะเกษ",3219,0,"ภูฝ้าย","330810"
"331024","โคกหล่าม","3310","อุทุมพรพิสัย","33","ศรีสะเกษ",2321,0,"โคกหล่าม","331024"
"331403","สระเยาว์","3314","ศรีรัตนะ","33","ศรีสะเกษ",4629,0,"สระเยาว์","331403"
"331703","ห้วยตึ๊กชู","3317","ภูสิงห์","33","ศรีสะเกษ",6603,0,"ห้วยตึ๊กชู","331703"
"332005","หนองค้า","3320","พยุห์","33","ศรีสะเกษ",2188,0,"หนองค้า","332005"
"220107","จันทนิมิต","2201","เมืองจันทบุรี","22","จันทบุรี",2583,0,"จันทนิมิต","220107"
"220212","บ่อเวฬุ","2202","ขลุง","22","จันทบุรี",2753,0,"บ่อเวฬุ","220212"
"220251","เทศบาลเมือง ขลุง","2202","ขลุง","22","จันทบุรี",3255,1,"ขลุง","220201"
"220309","ทุ่งเบญจา","2203","ท่าใหม่","22","จันทบุรี",4323,0,"ทุ่งเบญจา","220309"
"220351","เทศบาลเมือง ท่าใหม่","2203","ท่าใหม่","22","จันทบุรี",4731,1,"ท่าใหม่","220301"
"220506","ฉมัน","2205","มะขาม","22","จันทบุรี",3075,0,"ฉมัน","220506"
"220605","คลองน้ำเค็ม","2206","แหลมสิงห์","22","จันทบุรี",1128,0,"คลองน้ำเค็ม","220605"
"230203","หาดเล็ก","2302","คลองใหญ่","23","ตราด",2905,0,"หาดเล็ก","230203"
"440104","แวงน่าง","4401","เมืองมหาสารคาม","44","มหาสารคาม",10996,0,"แวงน่าง","440104"
"440511","โพนทอง","4405","เชียงยืน","44","มหาสารคาม",4863,0,"โพนทอง","440511"
"440607","โนนราษี","4406","บรบือ","44","มหาสารคาม",5170,0,"โนนราษี","440607"
"440803","เวียงสะอาด","4408","พยัคฆภูมิพิสัย","44","มหาสารคาม",4807,0,"เวียงสะอาด","440803"
"441003","หนองคู","4410","นาดูน","44","มหาสารคาม",4227,0,"หนองคู","441003"
"441302","กุดปลาดุก","4413","ชื่นชม","44","มหาสารคาม",5848,0,"กุดปลาดุก","441302"
"450105","นาโพธิ์","4501","เมืองร้อยเอ็ด","45","ร้อยเอ็ด",3317,0,"นาโพธิ์","450105"
"450118","หนองแวง","4501","เมืองร้อยเอ็ด","45","ร้อยเอ็ด",6077,0,"หนองแวง","450118"
"450206","บ้านฝาง","4502","เกษตรวิสัย","45","ร้อยเอ็ด",4733,0,"บ้านฝาง","450206"
"450207","หนองแวง","4502","เกษตรวิสัย","45","ร้อยเอ็ด",5730,0,"หนองแวง","450207"
"340513","หัวนา","3405","เขมราฐ","34","อุบลราชธานี",5738,0,"หัวนา","340513"
"340805","โสกแสง","3408","นาจะหลวย","34","อุบลราชธานี",5283,0,"โสกแสง","340805"
"341105","ขามเปี้ย","3411","ตระการพืชผล","34","อุบลราชธานี",4918,0,"ขามเปี้ย","341105"
"341403","ดุมใหญ่","3414","ม่วงสามสิบ","34","อุบลราชธานี",3779,0,"ดุมใหญ่","341403"
"341551","เทศบาลเมือง วารินชำราบ","3415","วารินชำราบ","34","อุบลราชธานี",10075,1,"วารินชำราบ","341501"
"342005","นาคาย","3420","ตาลสุม","34","อุบลราชธานี",4097,0,"นาคาย","342005"
"343004","พังเคน","3430","นาตาล","34","อุบลราชธานี",5349,0,"พังเคน","343004"
"343102","โพนเมือง","3431","เหล่าเสือโก้ก","34","อุบลราชธานี",4426,0,"โพนเมือง","343102"
"350116","ทุ่งนางโอก","3501","เมืองยโสธร","35","ยโสธร",3753,0,"ทุ่งนางโอก","350116"
"350412","แคนน้อย","3504","คำเขื่อนแก้ว","35","ยโสธร",2562,0,"แคนน้อย","350412"
"360114","ห้วยต้อน","3601","เมืองชัยภูมิ","36","ชัยภูมิ",7466,0,"ห้วยต้อน","360114"
"360307","โคกมั่งงอย","3603","คอนสวรรค์","36","ชัยภูมิ",5885,0,"โคกมั่งงอย","360307"
"360403","บ้านเดื่อ","3604","เกษตรสมบูรณ์","36","ชัยภูมิ",13495,0,"บ้านเดื่อ","360403"
"360601","บ้านกอก","3606","จัตุรัส","36","ชัยภูมิ",7388,0,"บ้านกอก","360601"
"361006","บ้านเพชร","3610","ภูเขียว","36","ชัยภูมิ",5755,0,"บ้านเพชร","361006"
"361304","ห้วยยาง","3613","คอนสาร","36","ชัยภูมิ",12560,0,"ห้วยยาง","361304"
"370205","ป่าก่อ","3702","ชานุมาน","37","อำนาจเจริญ",5497,0,"ป่าก่อ","370205"
"370703","เปือย","3707","ลืออำนาจ","37","อำนาจเจริญ",4795,0,"เปือย","370703"
"380404","บ้านต้อง","3804","เซกา","38","บึงกาฬ",7250,0,"บ้านต้อง","380404"
"390107","นามะเฟือง","3901","เมืองหนองบัวลำภู","39","หนองบัวลำภู",5839,0,"นามะเฟือง","390107"
"390213","กุดแห่","3902","นากลาง","39","หนองบัวลำภู",4690,0,"กุดแห่","390213"
"390405","นากอก","3904","ศรีบุญเรือง","39","หนองบัวลำภู",13413,0,"นากอก","390405"
"400301","พระยืน","4003","พระยืน","40","ขอนแก่น",7900,0,"พระยืน","400301"
"400452","เทศบาลตำบล หนองแก","4004","หนองเรือ","40","ขอนแก่น",922,1,"หนองแก",""
"400506","หนองไผ่","4005","ชุมแพ","40","ขอนแก่น",7746,0,"หนองไผ่","400506"
"400651","เทศบาลตำบล สีชมพู","4006","สีชมพู","40","ขอนแก่น",2117,1,"สีชมพู","400601"
"400706","ม่วงหวาน","4007","น้ำพอง","40","ขอนแก่น",6562,0,"ม่วงหวาน","400706"
"400910","หนองโน","4009","กระนวน","40","ขอนแก่น",4497,0,"หนองโน","400910"
"401002","ในเมือง","4010","บ้านไผ่","40","ขอนแก่น",5101,0,"ในเมือง","401002"
"401510","ดอนดั่ง","4015","หนองสองห้อง","40","ขอนแก่น",2677,0,"ดอนดั่ง","401510"
"401616","ดินดำ","4016","ภูเวียง","40","ขอนแก่น",2815,0,"ดินดำ","401616"
"401801","ชนบท","4018","ชนบท","40","ขอนแก่น",2072,0,"ชนบท","401801"
"402202","โพธิ์ไชย","4022","โคกโพธิ์ไชย","40","ขอนแก่น",4264,0,"โพธิ์ไชย","402202"
"402551","เทศบาลตำบล โนนศิลา","4025","โนนศิลา","40","ขอนแก่น",3899,1,"โนนศิลา","402501"
"410401","ตูมใต้","4104","กุมภวาปี","41","อุดรธานี",4561,0,"ตูมใต้","410401"
"410403","เวียงคำ","4104","กุมภวาปี","41","อุดรธานี",6581,0,"เวียงคำ","410403"
"410416","หนองหว้า","4104","กุมภวาปี","41","อุดรธานี",5477,0,"หนองหว้า","410416"
"410504","ทมนางาม","4105","โนนสะอาด","41","อุดรธานี",6233,0,"ทมนางาม","410504"
"410802","หนองหลัก","4108","ไชยวาน","41","อุดรธานี",6836,0,"หนองหลัก","410802"
"412006","บ้านหินโงม","4120","สร้างคอม","41","อุดรธานี",2621,0,"บ้านหินโงม","412006"
"412203","นาแค","4122","นายูง","41","อุดรธานี",3873,0,"นาแค","412203"
"412501","นาม่วง","4125","ประจักษ์ศิลปาคม","41","อุดรธานี",7912,0,"นาม่วง","412501"
"420505","โพนสูง","4205","ด่านซ้าย","42","เลย",4276,0,"โพนสูง","420505"
"420510","นาหอ","4205","ด่านซ้าย","42","เลย",1976,0,"นาหอ","420510"
"420705","ลาดค่าง","4207","ภูเรือ","42","เลย",1739,0,"ลาดค่าง","420705"
"421203","โนนปอแดง","4212","ผาขาว","42","เลย",6315,0,"โนนปอแดง","421203"
"421304","ทรัพย์ไพวัลย์","4213","เอราวัณ","42","เลย",3615,0,"ทรัพย์ไพวัลย์","421304"
"430110","ค่ายบกหวาน","4301","เมืองหนองคาย","43","หนองคาย",8991,0,"ค่ายบกหวาน","430110"
"430503","กุดบง","4305","โพนพิสัย","43","หนองคาย",5910,0,"กุดบง","430503"
"460308","หนองแปน","4603","กมลาไสย","46","กาฬสินธุ์",4170,0,"หนองแปน","460308"
"460704","บัวบาน","4607","ยางตลาด","46","กาฬสินธุ์",9120,0,"บัวบาน","460704"
"461803","โคกสะอาด","4618","ฆ้องชัย","46","กาฬสินธุ์",5141,0,"โคกสะอาด","461803"
"470120","ฮางโฮง","4701","เมืองสกลนคร","47","สกลนคร",7074,0,"ฮางโฮง","470120"
"470809","นาซอ","4708","วานรนิวาส","47","สกลนคร",5102,0,"นาซอ","470809"
"470901","คำตากล้า","4709","คำตากล้า","47","สกลนคร",3176,0,"คำตากล้า","470901"
"470951","เทศบาลตำบล คำตากล้า","4709","คำตากล้า","47","สกลนคร",2897,1,"คำตากล้า","470901"
"471007","โนนสะอาด","4710","บ้านม่วง","47","สกลนคร",3436,0,"โนนสะอาด","471007"
"471214","แวง","4712","สว่างแดนดิน","47","สกลนคร",7290,0,"แวง","471214"
"471304","ปทุมวาปี","4713","ส่องดาว","47","สกลนคร",4753,0,"ปทุมวาปี","471304"
"480505","นาถ่อน","4805","ธาตุพนม","48","นครพนม",5470,0,"นาถ่อน","480505"
"480508","น้ำก่ำ","4805","ธาตุพนม","48","นครพนม",7769,0,"น้ำก่ำ","480508"
"480510","นาหนาด","4805","ธาตุพนม","48","นครพนม",3753,0,"นาหนาด","480510"
"490506","บ้านค้อ","4905","คำชะอี","49","มุกดาหาร",5277,0,"บ้านค้อ","490506"
"500603","ขี้เหล็ก","5006","แม่แตง","50","เชียงใหม่",6743,0,"ขี้เหล็ก","500603"
"500711","เหมืองแก้ว","5007","แม่ริม","50","เชียงใหม่",5060,0,"เหมืองแก้ว","500711"
"500906","สันทราย","5009","ฝาง","50","เชียงใหม่",7553,0,"สันทราย","500906"
"501305","แช่ช้าง","5013","สันกำแพง","50","เชียงใหม่",6047,0,"แช่ช้าง","501305"
"501804","ม่อนจอง","5018","อมก๋อย","50","เชียงใหม่",4043,0,"ม่อนจอง","501804"
"501909","ดอนแก้ว","5019","สารภี","50","เชียงใหม่",3015,0,"ดอนแก้ว","501909"
"501912","ป่าบง","5019","สารภี","50","เชียงใหม่",2982,0,"ป่าบง","501912"
"502003","แสนไห","5020","เวียงแหง","50","เชียงใหม่",1989,0,"แสนไห","502003"
"502402","สองแคว","5024","ดอยหล่อ","50","เชียงใหม่",3829,0,"สองแคว","502402"
"510204","ทาขุมเงิน","5102","แม่ทา","51","ลำพูน",5427,0,"ทาขุมเงิน","510204"
"510304","ศรีเตี้ย","5103","บ้านโฮ่ง","51","ลำพูน",4383,0,"ศรีเตี้ย","510304"
"520107","กล้วยแพะ","5201","เมืองลำปาง","52","ลำปาง",6772,0,"กล้วยแพะ","520107"
"520115","บ้านค่า","5201","เมืองลำปาง","52","ลำปาง",4186,0,"บ้านค่า","520115"
"520116","บ่อแฮ้ว","5201","เมืองลำปาง","52","ลำปาง",9528,0,"บ่อแฮ้ว","520116"
"520304","วังพร้าว","5203","เกาะคา","52","ลำปาง",5369,0,"วังพร้าว","520304"
"520505","ปงเตา","5205","งาว","52","ลำปาง",4639,0,"ปงเตา","520505"
"521204","ปงยางคก","5212","ห้างฉัตร","52","ลำปาง",7484,0,"ปงยางคก","521204"
"530103","บ้านเกาะ","5301","เมืองอุตรดิตถ์","53","อุตรดิตถ์",6317,0,"บ้านเกาะ","530103"
"530602","บ้านโคก","5306","บ้านโคก","53","อุตรดิตถ์",2638,0,"บ้านโคก","530602"
"530807","ทุ่งยั้ง","5308","ลับแล","53","อุตรดิตถ์",7541,0,"ทุ่งยั้ง","530807"
"530903","ป่าคาย","5309","ทองแสนขัน","53","อุตรดิตถ์",3704,0,"ป่าคาย","530903"
"540306","หัวทุ่ง","5403","ลอง","54","แพร่",4317,0,"หัวทุ่ง","540306"
"550404","สถาน","5504","นาน้อย","55","น่าน",3793,0,"สถาน","550404"
"550502","แงง","5505","ปัว","55","น่าน",3395,0,"แงง","550502"
"550702","ขึ่ง","5507","เวียงสา","55","น่าน",3051,0,"ขึ่ง","550702"
"560202","จุน","5602","จุน","56","พะเยา",5830,0,"จุน","560202"
"560504","บ้านปิน","5605","ดอกคำใต้","56","พะเยา",3856,0,"บ้านปิน","560504"
"570114","ริมกก","5701","เมืองเชียงราย","57","เชียงราย",3198,0,"ริมกก","570114"
"570904","โป่งผา","5709","แม่สาย","57","เชียงราย",6879,0,"โป่งผา","570904"
"571007","เจดีย์หลวง","5710","แม่สรวย","57","เชียงราย",4634,0,"เจดีย์หลวง","571007"
"580102","ห้วยโป่ง","5801","เมืองแม่ฮ่องสอน","58","แม่ฮ่องสอน",4931,0,"ห้วยโป่ง","580102"
