PROV_CODE,AMP_CODE,TAM_CODE,PROV_NAMT,PROV_NAME,AMP_NAMT,AMP_NAME,TAM_NAMT,TAM_NAME,PA,tumbol_ID,amenity,name,name_th,layer
34,32,2,อุบลราชธานี,UBON RATCHATHANI,สว่างวีระวงศ์,SAWANG WIRAWONG,ท่าช้าง,THA CHANG,3432,343202,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล คำนกเปล้า,,clinic
81,1,16,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,อ่าวนาง,AO NANG,8101,810116,clinic,Square Inter Clinic,,clinic
34,11,5,อุบลราชธานี,UBON RATCHATHANI,ตระการพืชผล,TRAKAN PHUET PHON,ขามเปี้ย,KHAM PIA,3411,341105,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,11,14,อุบลราชธานี,UBON RATCHATHANI,ตระการพืชผล,TRAKAN PHUET PHON,เป้า,PAO,3411,341114,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,12,4,อุบลราชธานี,UBON RATCHATHANI,กุดข้าวปุ้น,KUT KHAOPUN,กาบิน,KABIN,3412,341204,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
73,6,16,นครปฐม,NAKHON PATHOM,สามพราน,SAM PHRAN,อ้อมใหญ่,OM YAI,7306,730616,clinic,สิริภัจจ์ สหคลินิก,,clinic
34,12,5,อุบลราชธานี,UBON RATCHATHANI,กุดข้าวปุ้น,KUT KHAOPUN,หนองทันน้ำ,NONG THAN NAM,3412,341205,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,12,2,อุบลราชธานี,UBON RATCHATHANI,กุดข้าวปุ้น,KUT KHAOPUN,โนนสวาง,NON SAWANG,3412,341202,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,12,2,อุบลราชธานี,UBON RATCHATHANI,กุดข้าวปุ้น,KUT KHAOPUN,โนนสวาง,NON SAWANG,3412,341202,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
37,3,5,อำนาจเจริญ,AMNAT CHAROEN,ปทุมราชวงศา,PATHUM RATCHAWONGSA,ห้วย,HUAI,3703,370305,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
37,3,5,อำนาจเจริญ,AMNAT CHAROEN,ปทุมราชวงศา,PATHUM RATCHAWONGSA,ห้วย,HUAI,3703,370305,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,12,4,อุบลราชธานี,UBON RATCHATHANI,กุดข้าวปุ้น,KUT KHAOPUN,กาบิน,KABIN,3412,341204,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
37,3,7,อำนาจเจริญ,AMNAT CHAROEN,ปทุมราชวงศา,PATHUM RATCHAWONGSA,นาป่าแซง,NA PA SAENG,3703,370307,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
37,3,7,อำนาจเจริญ,AMNAT CHAROEN,ปทุมราชวงศา,PATHUM RATCHAWONGSA,นาป่าแซง,NA PA SAENG,3703,370307,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,19,10,อุบลราชธานี,UBON RATCHATHANI,พิบูลมังสาหาร,PHIBUN MANGSAHAN,โพธิ์ศรี,PHO SI,3419,341910,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,5,11,อุบลราชธานี,UBON RATCHATHANI,เขมราฐ,KHEMARAT,หนองนกทา,NONG NOK THA,3405,340511,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
37,3,2,อำนาจเจริญ,AMNAT CHAROEN,ปทุมราชวงศา,PATHUM RATCHAWONGSA,คำโพน,KHAM PHON,3703,370302,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
49,1,8,มุกดาหาร,MUKDAHAN,เมืองมุกดาหาร,MUEANG MUKDAHAN,นาสีนวน,NA SI NUAN,4901,490108,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล นาสีนวน,,clinic
48,7,4,นครพนม,NAKHON PHANOM,นาแก,NA KAE,นาคู่,NA KHU,4807,480704,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,2,4,อุบลราชธานี,UBON RATCHATHANI,ศรีเมืองใหม่,SI MUEANG MAI,วาริน,WARIN,3402,340204,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,2,7,อุบลราชธานี,UBON RATCHATHANI,ศรีเมืองใหม่,SI MUEANG MAI,ตะบ่าย,TABAI,3402,340207,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,2,3,อุบลราชธานี,UBON RATCHATHANI,ศรีเมืองใหม่,SI MUEANG MAI,เอือดใหญ่,UEAT YAI,3402,340203,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
48,6,4,นครพนม,NAKHON PHANOM,เรณูนคร,RENU NAKHON,นางาม,NA NGAM,4806,480604,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
10,4,2,กรุงเทพมหานคร,BANGKOK,บางรัก,BANG RAK,สีลม,SI LOM,1004,100402,clinic,Bangkok skin & laser clinic,,clinic
48,1,11,นครพนม,NAKHON PHANOM,เมืองนครพนม,MUEANG NAKHON PHANOM,คำเตย,KHAM TOEI,4801,480111,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
84,10,3,สุราษฎร์ธานี,SURAT THANI,พนม,PHANOM,คลองศก,KHLONG SOK,8410,841003,clinic,Ban Ya Pang Public Health Station,,clinic
77,4,4,ประจวบคีรีขันธ์,PRACHUAP KHIRI KHAN,บางสะพาน,BANG SAPHAN,ธงชัย,THONG CHAI,7704,770404,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
38,8,1,บึงกาฬ,BUENG KAN,บุ่งคล้า,BUNG KHLA,บุ่งคล้า,BUNG KHLA,3808,380801,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บุ่งคล้า,,clinic
38,7,3,บึงกาฬ,BUENG KAN,ศรีวิไล,SI WILAI,นาแสง,NA SAENG,3807,380703,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
58,1,6,แม่ฮ่องสอน,MAE HONG SON,เมืองแม่ฮ่องสอน,MUEANG MAE HONG SON,ห้วยผา,HUAI PHA,5801,580106,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
48,1,12,นครพนม,NAKHON PHANOM,เมืองนครพนม,MUEANG NAKHON PHANOM,หนองญาติ,NONG YAT,4801,480112,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
48,3,1,นครพนม,NAKHON PHANOM,ท่าอุเทน,THA UTHEN,ท่าอุเทน,THA UTHEN,4803,480301,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
48,3,2,นครพนม,NAKHON PHANOM,ท่าอุเทน,THA UTHEN,โนนตาล,NON TAN,4803,480302,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
19,3,9,สระบุรี,SARABURI,หนองแค,NONG KHAE,ห้วยขมิ้น,HUAI KHAMIN,1903,190309,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล ห้วยขมิ้น,,clinic
71,2,4,กาญจนบุรี,KANCHANABURI,ไทรโยค,SAI YOK,ไทรโยค,SAI YOK,7102,710204,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านแม่น้ำน้อย,,clinic
71,2,2,กาญจนบุรี,KANCHANABURI,ไทรโยค,SAI YOK,ท่าเสา,THA SAO,7102,710202,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านพุเตย,,clinic
38,1,8,บึงกาฬ,BUENG KAN,เมืองบึงกาฬ,MUEANG BUENG KAN,ไคสี,KHAI SI,3801,380108,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
81,1,16,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,อ่าวนาง,AO NANG,8101,810116,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล ช่องพลี,,clinic
81,1,17,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,หนองทะเล,NONG THALE,8101,810117,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล คลองม่วง,,clinic
81,1,15,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,ไสไทย,SAI THAI,8101,810115,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล ไสไทย,,clinic
38,5,3,บึงกาฬ,BUENG KAN,ปากคาด,PAK KHAT,นากั้ง,NA KANG,3805,380503,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
38,5,3,บึงกาฬ,BUENG KAN,ปากคาด,PAK KHAT,นากั้ง,NA KANG,3805,380503,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
43,7,4,หนองคาย,NONG KHAI,ศรีเชียงใหม่,SI CHIANG MAI,พระพุทธบาท,PHRA PHUTTHABAT,4307,430704,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
43,17,1,หนองคาย,NONG KHAI,โพธิ์ตาก,PHO TAK,โพธิ์ตาก,PHO TAK,4317,431701,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
43,17,2,หนองคาย,NONG KHAI,โพธิ์ตาก,PHO TAK,โพนทอง,PHON THONG,4317,431702,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
38,5,2,บึงกาฬ,BUENG KAN,ปากคาด,PAK KHAT,หนองยอง,NONG YONG,3805,380502,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,1,9,อุบลราชธานี,UBON RATCHATHANI,เมืองอุบลราชธานี,MUEANG UBON RATCHATHANI,แจระแม,CHAERAMAE,3401,340109,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล หนองแก,โรงพยาบาลส่งเสริมสุขภาพตำบล หนองแก,clinic
34,1,5,อุบลราชธานี,UBON RATCHATHANI,เมืองอุบลราชธานี,MUEANG UBON RATCHATHANI,หนองขอน,NONG KHON,3401,340105,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล หนองขอน,โรงพยาบาลส่งเสริมสุขภาพตำบล หนองขอน,clinic
34,4,4,อุบลราชธานี,UBON RATCHATHANI,เขื่องใน,KHUEANG NAI,ก่อเอ้,KO-E,3404,340404,clinic,สถานีอนามัย เฉลิมพระเกียรติ,สถานีอนามัย เฉลิมพระเกียรติ,clinic
34,4,17,อุบลราชธานี,UBON RATCHATHANI,เขื่องใน,KHUEANG NAI,สหธาตุ,SAHATHAT,3404,340417,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,4,10,อุบลราชธานี,UBON RATCHATHANI,เขื่องใน,KHUEANG NAI,ธาตุน้อย,THAT NOI,3404,340410,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
38,3,2,บึงกาฬ,BUENG KAN,โซ่พิสัย,SO PHISAI,หนองพันทา,NONG PHAN THA,3803,380302,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
38,3,7,บึงกาฬ,BUENG KAN,โซ่พิสัย,SO PHISAI,เหล่าทอง,LAO THONG,3803,380307,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
81,1,17,กระบี่,KRABI,เมืองกระบี่,MUEANG KRABI,หนองทะเล,NONG THALE,8101,810117,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านในไร่,,clinic
38,3,4,บึงกาฬ,BUENG KAN,โซ่พิสัย,SO PHISAI,คำแก้ว,KHAM KAEO,3803,380304,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
43,17,1,หนองคาย,NONG KHAI,โพธิ์ตาก,PHO TAK,โพธิ์ตาก,PHO TAK,4317,431701,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
41,17,9,อุดรธานี,UDON THANI,บ้านผือ,BAN PHUE,เมืองพาน,MUEANG PHAN,4117,411709,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
41,17,9,อุดรธานี,UDON THANI,บ้านผือ,BAN PHUE,เมืองพาน,MUEANG PHAN,4117,411709,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
41,17,7,อุดรธานี,UDON THANI,บ้านผือ,BAN PHUE,จำปาโมง,CHAMPA MONG,4117,411707,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
41,17,13,อุดรธานี,UDON THANI,บ้านผือ,BAN PHUE,หนองแวง,NONG WAENG,4117,411713,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
33,10,25,ศรีสะเกษ,SI SA KET,อุทุมพรพิสัย,UTHUMPHON PHISAI,โคกจาน,KHOK CHAN,3310,331025,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบลโคกจาน,โรงพยาบาลส่งเสริมสุขภาพตำบลโคกจาน,clinic
31,21,2,บุรีรัมย์,BURI RAM,บ้านด่าน,BAN DAN,ปราสาท,PRASAT,3121,312102,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
31,2,4,บุรีรัมย์,BURI RAM,คูเมือง,KHU MUEANG,พรสำราญ,PHON SAMRAN,3102,310204,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
31,2,5,บุรีรัมย์,BURI RAM,คูเมือง,KHU MUEANG,หินเหล็กไฟ,HIN LEK FAI,3102,310205,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
38,2,2,บึงกาฬ,BUENG KAN,พรเจริญ,PHON CHAROEN,ดอนหญ้านาง,DON YA NANG,3802,380202,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
38,2,1,บึงกาฬ,BUENG KAN,พรเจริญ,PHON CHAROEN,ศรีชมภู,SI CHOMPHU,3802,380201,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
42,9,6,เลย,LOEI,วังสะพุง,WANG SAPHUNG,ผาน้อย,PHA NOI,4209,420906,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
42,1,7,เลย,LOEI,เมืองเลย,MUEANG LOEI,นาอาน,NA AN,4201,420107,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
42,9,3,เลย,LOEI,วังสะพุง,WANG SAPHUNG,หนองหญ้าปล้อง,NONG YA PLONG,4209,420903,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,10,2,อุบลราชธานี,UBON RATCHATHANI,บุณฑริก,BUNTHARIK,ห้วยข่า,HUAI KHA,3410,341002,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,10,5,อุบลราชธานี,UBON RATCHATHANI,บุณฑริก,BUNTHARIK,หนองสะโน,NONG SANO,3410,341005,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,7,9,อุบลราชธานี,UBON RATCHATHANI,เดชอุดม,DET UDOM,กุดประทาย,KUT PRATHAI,3407,340709,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
34,7,9,อุบลราชธานี,UBON RATCHATHANI,เดชอุดม,DET UDOM,กุดประทาย,KUT PRATHAI,3407,340709,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
42,12,1,เลย,LOEI,ผาขาว,PHA KHAO,ผาขาว,PHA KHAO,4212,421201,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
42,14,2,เลย,LOEI,หนองหิน,NONG HIN,ตาดข่า,TAT KHA,4214,421402,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
10,7,3,กรุงเทพมหานคร,BANGKOK,ปทุมวัน,PATHUM WAN,ปทุมวัน,PATHUM WAN,1007,100703,clinic,คลีนิคนิรนาม,คลีนิคนิรนาม สภากาชาดไทย,clinic
10,20,9,กรุงเทพมหานคร,BANGKOK,บางกอกน้อย,BANGKOK NOI,อรุณอมรินทร์,ARUN AMMARIN,1020,102009,clinic,,,clinic
39,2,11,หนองบัวลำภู,NONG BUA LAM PHU,นากลาง,NA KLANG,ดงสวรรค์,DONG SAWAN,3902,390211,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
47,14,1,สกลนคร,SAKON NAKHON,เต่างอย,TAO NGOI,เต่างอย,TAO NGOI,4714,471401,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
24,4,1,ฉะเชิงเทรา,CHACHOENGSAO,บางปะกง,BANG PAKONG,บางปะกง,BANG PAKONG,2404,240401,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บางปะกง,,clinic
10,28,3,กรุงเทพมหานคร,BANGKOK,สาทร,SATHON,ทุ่งมหาเมฆ,THUNG MAHAMEK,1028,102803,clinic,,,clinic
10,37,2,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนพญาไท,THANON PHAYA THAI,1037,103702,clinic,Dermatology Clinic (Piel Clinic),,clinic
10,37,2,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนพญาไท,THANON PHAYA THAI,1037,103702,clinic,Aem.D. Clinic,,clinic
10,37,2,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนพญาไท,THANON PHAYA THAI,1037,103702,clinic,Mor Muanchol,,clinic
10,37,2,กรุงเทพมหานคร,BANGKOK,ราชเทวี,RATCHATHEWI,ถนนพญาไท,THANON PHAYA THAI,1037,103702,clinic,Monument Clinic,,clinic
73,4,7,นครปฐม,NAKHON PATHOM,ดอนตูม,DON TUM,ห้วยด้วน,HUAI DUAN,7304,730407,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล ห้วยด้วน,,clinic
16,1,2,ลพบุรี,LOP BURI,เมืองลพบุรี,MUEANG LOP BURI,ท่าหิน,THA HIN,1601,160102,clinic,,,clinic
65,1,1,พิษณุโลก,PHITSANULOK,เมืองพิษณุโลก,MUEANG PHITSANULOK,ในเมือง,NAI MUEANG,6501,650101,clinic,,,clinic
50,1,7,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างเผือก,CHANG PHUEAK,5001,500107,clinic,บุญบัวคลีนิค นวดจัดกระดูก,,clinic
50,1,2,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,พระสิงห์,PHRA SING,5001,500102,clinic,,,clinic
36,1,11,ชัยภูมิ,CHAIYAPHUM,เมืองชัยภูมิ,MUEANG CHAIYAPHUM,ลาดใหญ่,LAT YAI,3601,360111,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,clinic,,,clinic
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,clinic,,,clinic
40,1,1,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,ในเมือง,NAI MUEANG,4001,400101,clinic,,,clinic
30,1,1,นครราชสีมา,NAKHON RATCHASIMA,เมืองนครราชสีมา,MUEANG NAKHON RATCHASIMA,ในเมือง,NAI MUEANG,3001,300101,clinic,,,clinic
80,13,6,นครศรีธรรมราช,NAKHON SI THAMMARAT,ร่อนพิบูลย์,RON PHIBUN,ควนชุม,KHUAN CHUM,8013,801306,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
30,23,2,นครราชสีมา,NAKHON RATCHASIMA,แก้งสนามนาง,KAENG SANAM NANG,โนนสำราญ,NON SAMRAN,3023,302302,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
80,13,5,นครศรีธรรมราช,NAKHON SI THAMMARAT,ร่อนพิบูลย์,RON PHIBUN,ควนพัง,KHUAN PHANG,8013,801305,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
10,2,4,กรุงเทพมหานคร,BANGKOK,ดุสิต,DUSIT,สี่แยกมหานาค,SI YAEK MAHANAK,1002,100204,,,,clinic
10,1,5,กรุงเทพมหานคร,BANGKOK,พระนคร,PHRA NAKHON,ศาลเจ้าพ่อเสือ,SAN CHAOPHO SUEA,1001,100105,clinic,,,clinic
57,3,8,เชียงราย,CHIANG RAI,เชียงของ,CHIANG KHONG,ศรีดอนชัย,SI DON CHAI,5703,570308,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านดงหลวง,,clinic
57,13,3,เชียงราย,CHIANG RAI,เวียงแก่น,WIANG KAEN,หล่ายงาว,LAI NGAO,5713,571303,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล หล่ายงาว,,clinic
57,13,2,เชียงราย,CHIANG RAI,เวียงแก่น,WIANG KAEN,ปอ,PO,5713,571302,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านผาแล,,clinic
30,4,5,นครราชสีมา,NAKHON RATCHASIMA,คง,KHONG,บ้านปรางค์,BAN PRANG,3004,300405,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
30,28,4,นครราชสีมา,NAKHON RATCHASIMA,พระทองคำ,PHRA THONG KHAM,ทัพรั้ง,THAP RANG,3028,302804,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
63,8,3,ตาก,TAK,อุ้มผาง,UMPHANG,โมโกร,MO KRO,6308,630803,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล โมโกร,,clinic
63,8,4,ตาก,TAK,อุ้มผาง,UMPHANG,แม่จัน,MAE CHAN,6308,630804,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านนุโพ,,clinic
63,8,4,ตาก,TAK,อุ้มผาง,UMPHANG,แม่จัน,MAE CHAN,6308,630804,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล แม่จัน,,clinic
63,8,2,ตาก,TAK,อุ้มผาง,UMPHANG,หนองหลวง,NONG LUANG,6308,630802,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล หนองหลวง,,clinic
63,8,6,ตาก,TAK,อุ้มผาง,UMPHANG,แม่กลอง,MAE KLONG,6308,630806,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล แม่กลอง,,clinic
34,3,3,อุบลราชธานี,UBON RATCHATHANI,โขงเจียม,KHONG CHIAM,นาโพธิ์กลาง,NA PHO KLANG,3403,340303,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
40,2,7,ขอนแก่น,KHON KAEN,บ้านฝาง,BAN FANG,โคกงาม,KHOK NGAM,4002,400207,clinic,,,clinic
50,4,6,เชียงใหม่,CHIANG MAI,เชียงดาว,CHIANG DAO,ปิงโค้ง,PING KHONG,5004,500406,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านปางเฟือง,,clinic
20,9,4,ชลบุรี,CHON BURI,สัตหีบ,SATTAHIP,บางเสร่,BANG SARE,2009,200904,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านโค้งวันเพ็ญ,,clinic
50,21,2,เชียงใหม่,CHIANG MAI,ไชยปราการ,CHAI PRAKAN,ศรีดงเย็น,SI DONG YEN,5021,502102,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านร้องธาร,,clinic
50,1,2,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,พระสิงห์,PHRA SING,5001,500102,clinic,,,clinic
57,7,8,เชียงราย,CHIANG RAI,แม่จัน,MAE CHAN,ป่าตึง,PA TUENG,5707,570708,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านสันติสุข,,clinic
50,1,1,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ศรีภูมิ,SI PHUM,5001,500101,clinic,แพนบิ้วตี้แคร์,,clinic
50,1,15,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ป่าตัน,PA TAN,5001,500115,clinic,ป่าตัน คลินิค,,clinic
50,1,7,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ช้างเผือก,CHANG PHUEAK,5001,500107,clinic,สบายดีแพ็ต คลีนิค,,clinic
84,5,3,สุราษฎร์ธานี,SURAT THANI,เกาะพะงัน,KO PHA-NGAN,เกาะเต่า,KO TAO,8405,840503,clinic,,,clinic
52,1,6,ลำปาง,LAMPANG,เมืองลำปาง,MUEANG LAMPANG,ชมพู,CHOMPHU,5201,520106,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล ศรีหมวดเกล้า,,clinic
50,1,1,เชียงใหม่,CHIANG MAI,เมืองเชียงใหม่,MUEANG CHIANG MAI,ศรีภูมิ,SI PHUM,5001,500101,clinic,,,clinic
57,1,2,เชียงราย,CHIANG RAI,เมืองเชียงราย,MUEANG CHIANG RAI,รอบเวียง,ROP WIANG,5701,570102,clinic,,,clinic
40,1,15,ขอนแก่น,KHON KAEN,เมืองขอนแก่น,MUEANG KHON KAEN,บ้านเป็ด,BAN PET,4001,400115,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล บ้านเป็ด,,clinic
21,1,1,ระยอง,RAYONG,เมืองระยอง,MUEANG RAYONG,ท่าประดู่,THA PRADU,2101,210101,clinic,ชาติชัย คลินิค,,clinic
21,1,2,ระยอง,RAYONG,เมืองระยอง,MUEANG RAYONG,เชิงเนิน,CHOENG NOEN,2101,210102,clinic,ราชวิถี สลิมแคร์,,clinic
21,1,1,ระยอง,RAYONG,เมืองระยอง,MUEANG RAYONG,ท่าประดู่,THA PRADU,2101,210101,clinic,แพนคลีนิก,,clinic
21,1,1,ระยอง,RAYONG,เมืองระยอง,MUEANG RAYONG,ท่าประดู่,THA PRADU,2101,210101,clinic,พงศ์ศักดิ์คลินิก,,clinic
34,1,1,อุบลราชธานี,UBON RATCHATHANI,เมืองอุบลราชธานี,MUEANG UBON RATCHATHANI,ในเมือง,NAI MUEANG,3401,340101,clinic,,,clinic
20,7,2,ชลบุรี,CHON BURI,ศรีราชา,SI RACHA,สุรศักดิ์,SURASAK,2007,200702,clinic,TK ศรีราชา,,clinic
30,9,7,นครราชสีมา,NAKHON RATCHASIMA,โนนไทย,NON THAI,บัลลังก์,BANLANG,3009,300907,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
30,8,4,นครราชสีมา,NAKHON RATCHASIMA,ด่านขุนทด,DAN KHUN THOT,ด่านใน,DAN NAI,3008,300804,clinic,โรงพยาบาลส่งเสริมสุขภาพตำบล,,clinic
20,4,8,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,นาเกลือ,NA KLUEA,2004,200408,clinic,เมดิควีนส์ คลินิก,,clinic
20,4,8,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,นาเกลือ,NA KLUEA,2004,200408,clinic,กรวิน คลินิก สาขาพัทยา,,clinic
21,2,2,ระยอง,RAYONG,บ้านฉาง,BAN CHANG,พลา,PHLA,2102,210202,clinic,,คอสมีก แคร์ คลินิก,clinic
20,4,2,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004,200402,clinic,นิรามัยแพทย์,,clinic
20,4,2,ชลบุรี,CHON BURI,บางละมุง,BANG LAMUNG,หนองปรือ,NONG PRUE,2004,200402,clinic,,,clinic
10,39,2,กรุงเทพมหานคร,BANGKOK,วัฒนา,VADHANA,คลองตันเหนือ,KHLONG TAN NUEA,1039,103902,clinic,,,clinic
